index,qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
3540,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1236$ROW15$RANGE18$B37 X H95,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,18,1286,B105 X 3IIH6,2022-05-19,NA,70,1309.51,144.62
3523,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1295$ROW13$RANGE27$PHB47 X PHJ89,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,27,1245,B14A X MO17,2022-05-19,NA,83,1596.86,147.5
3471,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1206$ROW16$RANGE13$N209 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,13,1306,B14A X MO17,2022-05-19,NA,75,1414.31,139.91
3416,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1299$ROW12$RANGE6$PHK56 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,6,1199,B37 X H95,2022-05-19,NA,83,1596.86,124.17
3514,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1286$ROW13$RANGE18$B105 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,18,1236,B37 X H95,2022-05-19,NA,83,1596.86,105.45
3561,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1219$ROW16$RANGE26$F42 X OH43,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,26,1319,B37 X MO17,2022-05-19,NA,68,1263.61,103.17
3474,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1172$ROW17$RANGE4$PHK56 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,17,4,1322,B37 X MO17,2022-05-19,NA,71,1328.45,131.71
3430,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1276$ROW13$RANGE8$B73 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,8,1226,B37 X OH43,2022-05-19,NA,80,1530.76,137
3548,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1244$ROW15$RANGE26$PHW52 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,26,1294,B37 X OH43,2022-05-19,NA,70,1309.51,127.58
3515,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1287$ROW13$RANGE19$PHJ40 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,19,1237,B73 X 3IIH6,2022-05-19,NA,78,1483.45,152.92
3466,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1201$ROW16$RANGE8$PHJ40 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,8,1301,B73 X 3IIH6,2022-05-19,NA,68,1263.61,182.58
3528,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1262$ROW14$RANGE19$B73 X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,19,1262,B73 X MO17,2022-05-19,NA,83,1596.86,139.14
3496,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW11$RANGE26$FILL,Scottsbluff,16.9,Medium,150,n150,22.5,4,11,26,1194,B73 X PHM49,2022-05-19,NA,84,1622.26,138.68
3426,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1272$ROW13$RANGE4$PHK76 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,4,1222,B73 X PHM49,2022-05-19,NA,82,1573.4,130.81
3524,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1258$ROW14$RANGE15$B73 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,15,1258,B73 X PHN82,2022-05-19,NA,81,1552.11,184.18
3454,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1226$ROW15$RANGE8$B37 X OH43,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,8,1276,B73 X PHN82,2022-05-19,NA,80,1530.76,192.8
3486,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1334$ROW11$RANGE16$LH145 X LH162,Scottsbluff,16.9,Medium,150,n150,22.5,4,11,16,1184,B73 X PHZ51,2022-05-19,NA,81,1552.11,100.55
3465,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1200$ROW16$RANGE7$PHK76 X LH145,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,7,1300,B73 X PHZ51,2022-05-19,NA,72,1350.26,137.73
3413,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1296$ROW12$RANGE3$LH74 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,3,1196,B84 X 3IIH6,2022-05-19,NA,85,1646.06,145.33
3555,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1213$ROW16$RANGE20$PHP02 X PHJ89,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,20,1313,B84 X 3IIH6,2022-05-19,NA,68,1263.61,154.38
3429,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1275$ROW13$RANGE7$LH195 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,7,1225,F42 X MO17,2022-05-19,NA,82,1573.4,154.97
3533,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1267$ROW14$RANGE24$F42 X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,24,1267,F42 X MO17,2022-05-19,NA,78,1483.45,138.88
3509,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1319$ROW12$RANGE26$B37 X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,26,1219,F42 X OH43,2022-05-19,NA,73,1371.7,118.46
3459,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1231$ROW15$RANGE13$LH82 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,13,1281,F42 X OH43,2022-05-19,NA,82,1573.4,173.1
3445,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1254$ROW14$RANGE11$HOEGEMEYER 7089 AMXT,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,11,1254,HOEGEMEYER 7089 AMXT,2022-05-19,NA,84,1622.26,156.92
3553,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1211$ROW16$RANGE18$PHW52 X PHM49,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,18,1311,HOEGEMEYER 7089 AMXT,2022-05-19,NA,70,1309.51,166.6
3403,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1323$ROW11$RANGE5$LH195 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,5,1173,HOEGEMEYER 8065RR,2022-05-19,NA,67,1240.4,154.43
3502,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1312$ROW12$RANGE19$PHK76 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,19,1212,HOEGEMEYER 8065RR,2022-05-19,NA,67,1240.4,185.31
3491,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1339$ROW11$RANGE21$PHP02 X PHN46,Scottsbluff,16.9,Medium,150,n150,22.5,4,11,21,1189,LH123HT X 3IIH6,2022-05-19,NA,84,1622.26,151.04
3456,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1228$ROW15$RANGE10$PHN46 X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,10,1278,LH123HT X 3IIH6,2022-05-19,NA,78,1483.45,156.55
3512,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1284$ROW13$RANGE16$PHK56 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,16,1234,LH123HT X PHB47,2022-05-19,NA,79,1509.4,130.61
3446,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1255$ROW14$RANGE12$LH123HT X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,12,1255,LH123HT X PHB47,2022-05-19,NA,70,1309.51,192
3408,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1328$ROW11$RANGE10$SYNGENTA NK0760-3111,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,10,1178,LH145 X LH162,2022-05-19,NA,66,1221.26,109.78
3564,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1184$ROW17$RANGE16$B73 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,16,1334,LH145 X LH162,2022-05-19,NA,71,1328.45,128.5
3535,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1269$ROW14$RANGE26$LH185 X LH145,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,26,1269,LH185 X LH145,2022-05-19,NA,73,1371.7,147.93
3516,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1288$ROW13$RANGE20$LH74 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,20,1238,LH185 X LH82,2022-05-19,NA,68,1263.61,139.35
3462,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1197$ROW16$RANGE4$PHK56 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,4,1297,LH185 X LH82,2022-05-19,NA,73,1371.7,120.89
3563,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1183$ROW17$RANGE15$PHN46 X PHK56,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,15,1333,LH185 X W606S,2022-05-19,NA,74,1393.15,170.04
3508,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1318$ROW12$RANGE25$PHK56 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,25,1218,LH195 X 3IIH6,2022-05-19,NA,70,1309.51,182.48
3439,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1248$ROW14$RANGE5$LH195 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,5,1248,LH195 X 3IIH6,2022-05-19,NA,72,1350.26,108.37
3411,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1331$ROW11$RANGE13$SYNGENTA NK0760-3111,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,13,1181,LH195 X LH123HT,2022-05-19,NA,79,1509.4,117.32
3568,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1188$ROW17$RANGE20$WF9 X H95,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,20,1338,LH195 X LH123HT,2022-05-19,NA,84,1622.26,145.04
3517,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1289$ROW13$RANGE21$PHK56 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,21,1239,LH195 X LH185,2022-05-19,NA,78,1483.45,175.41
3453,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1225$ROW15$RANGE7$F42 X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,7,1275,LH195 X LH185,2022-05-19,NA,81,1552.11,190.8
3493,SCOTTSBLUFF$HYBRID-HIPS - FILL NITROGEN$REPL$PLOTFILL$ROW11$RANGE23$FILL,Scottsbluff,16.9,Medium,150,n150,22.5,4,11,23,1191,LH195 X PHM49,2022-05-19,NA,83,1596.86,115.59
3442,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1251$ROW14$RANGE8$LH195 X PHM49,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,8,1251,LH195 X PHM49,2022-05-19,NA,78,1483.45,133.01
3529,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1263$ROW14$RANGE20$LH195 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,20,1263,LH195 X PHZ51,2022-05-19,NA,84,1622.26,139.44
3475,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1173$ROW17$RANGE5$HOEGEMEYER 8065RR,Scottsbluff,16.9,Medium,150,n150,22.5,3,17,5,1323,LH195 X PHZ51,2022-05-19,NA,75,1414.31,146.19
3525,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1259$ROW14$RANGE16$LH198 X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,16,1259,LH198 X PHB47,2022-05-19,NA,75,1414.31,121.34
3455,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1227$ROW15$RANGE9$PHP02 X LH198,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,9,1277,LH198 X PHB47,2022-05-19,NA,79,1509.4,161.37
3519,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1291$ROW13$RANGE23$LH82 X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,23,1241,LH198 X PHZ51,2022-05-19,NA,70,1309.51,149.73
3440,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1249$ROW14$RANGE6$LH198 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,6,1249,LH198 X PHZ51,2022-05-19,NA,71,1328.45,117.09
3444,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1253$ROW14$RANGE10$LH74 X PHM49,Scottsbluff,16.9,Medium,150,n150,22.5,3,14,10,1253,LH74 X PHM49,2022-05-19,NA,74,1393.15,140.02
3558,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1216$ROW16$RANGE23$PHT69 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,23,1316,LH74 X PHM49,2022-05-19,NA,69,1286.36,163.91
3542,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1238$ROW15$RANGE20$LH185 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,20,1288,LH74 X PHN82,2022-05-19,NA,75,1414.31,139.54
3461,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1196$ROW16$RANGE3$B84 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,3,1296,LH74 X PHN82,2022-05-19,NA,68,1263.61,118.47
3415,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1298$ROW12$RANGE5$2369 X LH123HT,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,5,1198,LH82 X PHB47,2022-05-19,NA,68,1263.61,145.47
3545,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1241$ROW15$RANGE23$LH198 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,23,1291,LH82 X PHB47,2022-05-19,NA,68,1263.61,140.28
3406,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1326$ROW11$RANGE8$PHB47 X PHK56,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,8,1176,LH82 X PHJ89,2022-05-19,NA,68,1263.61,148.56
3492,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1340$ROW11$RANGE22$SYNGENTA NK0760-3111,Scottsbluff,16.9,Medium,150,n150,22.5,4,11,22,1190,LH82 X PHJ89,2022-05-19,NA,67,1240.4,119.87
3435,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1281$ROW13$RANGE13$F42 X OH43,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,13,1231,LH82 X W606S,2022-05-19,NA,76,1437.65,148.71
3532,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1266$ROW14$RANGE23$LH82 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,23,1266,LH82 X W606S,2022-05-19,NA,82,1573.4,149.98
3423,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1306$ROW12$RANGE13$B14A X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,13,1206,N209 X 3IIH6,2022-05-19,NA,80,1530.76,158.6
3511,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1283$ROW13$RANGE15$PHP02 X LH145,Scottsbluff,16.9,Medium,150,n150,22.5,4,13,15,1233,N209 X 3IIH6,2022-05-19,NA,76,1437.65,156.07
3433,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1279$ROW13$RANGE11$PHK56 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,11,1229,PHB47 X 3IIH6,2022-05-19,NA,67,1240.4,165.46
3544,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1240$ROW15$RANGE22$2369 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,22,1290,PHB47 X 3IIH6,2022-05-19,NA,67,1240.4,153.82
3470,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1205$ROW16$RANGE12$PHK56 X LH198,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,12,1305,PHB47 X LH185,2022-05-19,NA,69,1286.36,164.11
3557,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1215$ROW16$RANGE22$PHK56 X LH198,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,22,1315,PHB47 X LH185,2022-05-19,NA,68,1263.61,126.12
3549,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1245$ROW15$RANGE27$B14A X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,27,1295,PHB47 X PHJ89,2022-05-19,NA,68,1263.61,170.2
3498,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1308$ROW12$RANGE15$PHP02 X W606S,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,15,1208,PHB47 X PHK56,2022-05-19,NA,65,1198.11,153.06
3478,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1176$ROW17$RANGE8$LH82 X PHJ89,Scottsbluff,16.9,Medium,150,n150,22.5,3,17,8,1326,PHB47 X PHK56,2022-05-19,NA,67,1240.4,174.94
3404,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1324$ROW11$RANGE6$PHW52 X PHN82,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,6,1174,PHG39 X PHM49,2022-05-19,NA,80,1530.76,115.77
3530,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1264$ROW14$RANGE21$PHG39 X PHM49,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,21,1264,PHG39 X PHM49,2022-05-19,NA,85,1646.06,144.68
3565,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1185$ROW17$RANGE17$PIONEER 1311 AMXT,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,17,1335,PHG39 X PHN82,2022-05-19,NA,72,1350.26,141.42
3418,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1301$ROW12$RANGE8$B73 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,8,1201,PHJ40 X LH82,2022-05-19,NA,67,1240.4,154.29
3541,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1237$ROW15$RANGE19$B73 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,19,1287,PHJ40 X LH82,2022-05-19,NA,71,1328.45,153.98
3402,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1322$ROW11$RANGE4$B37 X MO17,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,4,1172,PHK56 X 3IIH6,2022-05-19,NA,69,1286.36,143.31
3560,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1218$ROW16$RANGE25$LH195 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,25,1318,PHK56 X 3IIH6,2022-05-19,NA,69,1286.36,137.15
3507,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1317$ROW12$RANGE24$PHK56 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,24,1217,PHK56 X LH145,2022-05-19,NA,69,1286.36,138.53
3464,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1199$ROW16$RANGE6$B37 X H95,Scottsbluff,16.9,Medium,150,n150,22.5,3,16,6,1299,PHK56 X LH185,2022-05-19,NA,73,1371.7,169.97
3559,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1217$ROW16$RANGE24$PHK56 X LH145,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,24,1317,PHK56 X LH185,2022-05-19,NA,70,1309.51,165.84
3422,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1305$ROW12$RANGE12$PHB47 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,12,1205,PHK56 X LH198,2022-05-19,NA,78,1483.45,179.79
3505,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1315$ROW12$RANGE22$PHB47 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,22,1215,PHK56 X LH198,2022-05-19,NA,78,1483.45,198.63
3414,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1297$ROW12$RANGE4$LH185 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,4,1197,PHK56 X LH82,2022-05-19,NA,68,1263.61,157.76
3543,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1239$ROW15$RANGE21$LH195 X LH185,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,21,1289,PHK56 X LH82,2022-05-19,NA,69,1286.36,158.99
3510,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1320$ROW12$RANGE27$PHP02 X PHK56,Scottsbluff,16.9,Medium,150,n150,22.5,4,12,27,1220,PHK56 X PHJ89,2022-05-19,NA,72,1350.26,142.89
3460,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1232$ROW15$RANGE14$SYNGENTA NK0760-3111,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,14,1282,PHK56 X PHJ89,2022-05-19,NA,71,1328.45,155.82
3457,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1229$ROW15$RANGE11$PHB47 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,11,1279,PHK56 X W606S,2022-05-19,NA,76,1437.65,180.53
3538,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1234$ROW15$RANGE16$LH123HT X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,16,1284,PHK56 X W606S,2022-05-19,NA,79,1509.4,140.31
3421,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1304$ROW12$RANGE11$PHT69 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,11,1204,PHK76 X 3IIH6,2022-05-19,NA,69,1286.36,166.16
3551,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1209$ROW16$RANGE16$PHZ51 X LH145,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,16,1309,PHK76 X 3IIH6,2022-05-19,NA,69,1286.36,123.84
3417,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1300$ROW12$RANGE7$B73 X PHZ51,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,7,1200,PHK76 X LH145,2022-05-19,NA,70,1309.51,117.46
3539,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1235$ROW15$RANGE17$PHP02 X PHG47,Scottsbluff,16.9,Medium,150,n150,22.5,4,15,17,1285,PHK76 X LH145,2022-05-19,NA,75,1414.31,145.18
3407,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1327$ROW11$RANGE9$PHP02 X PHK76,Scottsbluff,16.9,Medium,150,n150,22.5,3,11,9,1177,PHK76 X LH198,2022-05-19,NA,78,1483.45,136.8
3567,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1187$ROW17$RANGE19$4N506 X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,19,1337,PHK76 X LH198,2022-05-19,NA,70,1309.51,163.9
3450,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1222$ROW15$RANGE4$B73 X PHM49,Scottsbluff,16.9,Medium,150,n150,22.5,3,15,4,1272,PHK76 X LH82,2022-05-19,NA,70,1309.51,137.38
3566,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1186$ROW17$RANGE18$PHP02 X LH82,Scottsbluff,16.9,Medium,150,n150,22.5,4,17,18,1336,PHK76 X LH82,2022-05-19,NA,72,1350.26,146.13
3420,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1303$ROW12$RANGE10$PIONEER P0589 AMXT,Scottsbluff,16.9,Medium,150,n150,22.5,3,12,10,1203,PHK76 X W606S,2022-05-19,NA,70,1309.51,150.17
3554,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1212$ROW16$RANGE19$HOEGEMEYER 8065RR,Scottsbluff,16.9,Medium,150,n150,22.5,4,16,19,1312,PHK76 X W606S,2022-05-19,NA,69,1286.36,130.58
3432,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP1$PLOT1278$ROW13$RANGE10$LH123HT X 3IIH6,Scottsbluff,16.9,Medium,150,n150,22.5,3,13,10,1228,PHN46 X PHB47,2022-05-19,NA,71,1328.45,165.53
3536,SCOTTSBLUFF$HYBRID-HIPS - MEDIUM NITROGEN$REP2$PLOT1270$ROW14$RANGE27$PHN46 X PHB47,Scottsbluff,16.9,Medium,150,n150,22.5,4,14,27,1270,PHN46 X PHB47,2022-05-19,NA,72,1350.26,151.03
