qrCode,location,irrigationProvided,nitrogenTreatment,poundsOfNitrogenPerAcre,experiment,plotLength,block,row,range,plotNumber,genotype,plantingDate,totalStandCount,daysToAnthesis,GDDToAnthesis,yieldPerAcre
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4145ROW21$RANGE7$@SYNGENTA NK0659-3120-EZ1,Lincoln,0,Medium,150,150,17.5,4,21,7,4145,SYNGENTA NK0659-3120-EZ1,5/16/23,51.0,61.0,1344.175,127.94
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4147ROW23$RANGE7$@B37 X OH43,Lincoln,0,Medium,150,150,17.5,4,23,7,4147,B37 X OH43,5/16/23,60.0,67.0,1475.175,81.27
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4148ROW24$RANGE7$@WYFFELS W1782,Lincoln,0,Medium,150,150,17.5,4,24,7,4148,WYFFELS W1782,5/16/23,46.0,61.0,1344.175,130.51
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4150ROW26$RANGE7$@B73 X MO17,Lincoln,0,Medium,150,150,17.5,4,26,7,4150,B73 X MO17,5/16/23,44.0,67.0,1475.175,98.21
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4151ROW2$RANGE8$@PHB47 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,2,8,4151,PHB47 X 3IIH6,5/16/23,51.0,61.0,1344.175,99.28
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4152ROW3$RANGE8$@PHP02 X PHK76,Lincoln,0,Medium,150,150,17.5,4,3,8,4152,PHP02 X PHK76,5/16/23,50.0,58.0,1273.775,98.24
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4154ROW5$RANGE8$@PHK56 X LH198,Lincoln,0,Medium,150,150,17.5,4,5,8,4154,PHK56 X LH198,5/16/23,60.0,64.0,1408.025,112.48
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4155ROW6$RANGE8$@4N506 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,6,8,4155,4N506 X 3IIH6,5/16/23,57.0,64.0,1408.025,111.81
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4156ROW7$RANGE8$@2369 X PHZ51,Lincoln,0,Medium,150,150,17.5,4,7,8,4156,2369 X PHZ51,5/16/23,54.0,66.0,1452.275,110.27
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4157ROW8$RANGE8$@PHZ51 X LH145,Lincoln,0,Medium,150,150,17.5,4,8,8,4157,PHZ51 X LH145,5/16/23,48.0,62.0,1364.975,57.4
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4159ROW10$RANGE8$@F42 X OH43,Lincoln,0,Medium,150,150,17.5,4,10,8,4159,F42 X OH43,5/16/23,62.0,67.0,1475.175,113.62
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4160ROW11$RANGE8$@PHK56 X PHJ89,Lincoln,0,Medium,150,150,17.5,4,11,8,4160,PHK56 X PHJ89,5/16/23,42.0,63.0,1385.875,121.08
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4161ROW12$RANGE8$@B105 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,12,8,4161,B105 X 3IIH6,5/16/23,51.0,63.0,1385.875,104.54
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4163ROW14$RANGE8$@PHK76 X LH82,Lincoln,0,Medium,150,150,17.5,4,14,8,4163,PHK76 X LH82,5/16/23,15.0,67.0,1475.175,78.44
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4164ROW15$RANGE8$@PHP02 X LH82,Lincoln,0,Medium,150,150,17.5,4,15,8,4164,PHP02 X LH82,5/16/23,55.0,57.0,1249.125,109.66
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4165ROW16$RANGE8$@2369 X PHP02,Lincoln,0,Medium,150,150,17.5,4,16,8,4165,2369 X PHP02,5/16/23,65.0,61.0,1344.175,108.07
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4167ROW18$RANGE8$@LH195 X LH185,Lincoln,0,Medium,150,150,17.5,4,18,8,4167,LH195 X LH185,5/16/23,58.0,69.0,1526.575,81.9
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4168ROW19$RANGE8$@66 X B7,Lincoln,0,Medium,150,150,17.5,4,19,8,4168,66 X B7,5/16/23,41.0,68.0,1499.325,68.87
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4169ROW20$RANGE8$@B37 X H95,Lincoln,0,Medium,150,150,17.5,4,20,8,4169,B37 X H95,5/16/23,60.0,68.0,1499.325,51.61
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4170ROW21$RANGE8$@PHB47 X PHJ89,Lincoln,0,Medium,150,150,17.5,4,21,8,4170,PHB47 X PHJ89,5/16/23,52.0,57.0,1249.125,120.01
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4172ROW23$RANGE8$@LH82 X W606S,Lincoln,0,Medium,150,150,17.5,4,23,8,4172,LH82 X W606S,5/16/23,51.0,62.0,1364.975,107.51
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4173ROW24$RANGE8$@LH123HT X PHB47,Lincoln,0,Medium,150,150,17.5,4,24,8,4173,LH123HT X PHB47,5/16/23,47.0,67.0,1475.175,124.71
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4175ROW26$RANGE8$@WF9 X H95,Lincoln,0,Medium,150,150,17.5,4,26,8,4175,WF9 X H95,5/16/23,29.0,67.0,1475.175,63.59
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4176ROW2$RANGE9$@LH145 X LH162,Lincoln,0,Medium,150,150,17.5,4,2,9,4176,LH145 X LH162,5/16/23,60.0,58.0,1273.775,78.7
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4177ROW3$RANGE9$@C.I. 540 X OS426,Lincoln,0,Medium,150,150,17.5,4,3,9,4177,C.I. 540 X OS426,5/16/23,55.0,67.0,1475.175,22.83
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4179ROW5$RANGE9$@PHP02 X W606S,Lincoln,0,Medium,150,150,17.5,4,5,9,4179,PHP02 X W606S,5/16/23,56.0,60.0,1319.975,106.75
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4180ROW6$RANGE9$@B14A X MO17,Lincoln,0,Medium,150,150,17.5,4,6,9,4180,B14A X MO17,5/16/23,62.0,68.0,1499.325,109.77
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4181ROW7$RANGE9$@B73 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,7,9,4181,B73 X 3IIH6,5/16/23,55.0,62.0,1364.975,113.27
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4182ROW8$RANGE9$@N209 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,8,9,4182,N209 X 3IIH6,5/16/23,44.0,67.0,1475.175,113.55
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4184ROW10$RANGE9$@PHK56 X LH185,Lincoln,0,Medium,150,150,17.5,4,10,9,4184,PHK56 X LH185,5/16/23,53.0,67.0,1475.175,150.39
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4185ROW11$RANGE9$@PHW52 X LH185,Lincoln,0,Medium,150,150,17.5,4,11,9,4185,PHW52 X LH185,5/16/23,40.0,67.0,1475.175,115.22
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4186ROW12$RANGE9$@PHK56 X LH82,Lincoln,0,Medium,150,150,17.5,4,12,9,4186,PHK56 X LH82,5/16/23,48.0,62.0,1364.975,100.35
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4188ROW14$RANGE9$@PHW52 X PHZ51,Lincoln,0,Medium,150,150,17.5,4,14,9,4188,PHW52 X PHZ51,5/16/23,46.0,67.0,1475.175,114.44
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4189ROW15$RANGE9$@K201 X A344,Lincoln,0,Medium,150,150,17.5,4,15,9,4189,K201 X A344,5/16/23,12.0,63.0,1385.875,60.66
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4190ROW16$RANGE9$@LH195 X PHZ51,Lincoln,0,Medium,150,150,17.5,4,16,9,4190,LH195 X PHZ51,5/16/23,62.0,68.0,1499.325,82.39
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4192ROW18$RANGE9$@B84 X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,18,9,4192,B84 X 3IIH6,5/16/23,48.0,66.0,1452.275,89.32
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4193ROW19$RANGE9$@PHB47 X LH185,Lincoln,0,Medium,150,150,17.5,4,19,9,4193,PHB47 X LH185,5/16/23,54.0,67.0,1475.175,90.8
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4194ROW20$RANGE9$@K201 X I159,Lincoln,0,Medium,150,150,17.5,4,20,9,4194,K201 X I159,5/16/23,20.0,65.0,1431.075,59.86
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4195ROW21$RANGE9$@66 X K201,Lincoln,0,Medium,150,150,17.5,4,21,9,4195,66 X K201,5/16/23,48.0,70.0,1555.275,38.19
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4197ROW23$RANGE9$@PHN46 X PHB47,Lincoln,0,Medium,150,150,17.5,4,23,9,4197,PHN46 X PHB47,5/16/23,48.0,67.0,1475.175,110.02
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4198ROW24$RANGE9$@PHG39 X PHM49,Lincoln,0,Medium,150,150,17.5,4,24,9,4198,PHG39 X PHM49,5/16/23,51.0,67.0,1475.175,112.55
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4200ROW26$RANGE9$@PHP02 X PHK56,Lincoln,0,Medium,150,150,17.5,4,26,9,4200,PHP02 X PHK56,5/16/23,38.0,61.0,1344.175,112.33
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4201ROW2$RANGE10$@LH74 X PHM49,Lincoln,0,Medium,150,150,17.5,4,2,10,4201,LH74 X PHM49,5/16/23,64.0,67.0,1475.175,88.21
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4202ROW3$RANGE10$@KYS X OS426,Lincoln,0,Medium,150,150,17.5,4,3,10,4202,KYS X OS426,5/16/23,42.0,74.0,1670.625,44.92
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4204ROW5$RANGE10$@PHB47 X PHK56,Lincoln,0,Medium,150,150,17.5,4,5,10,4204,PHB47 X PHK56,5/16/23,61.0,62.0,1364.975,122.44
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4205ROW6$RANGE10$@LH123HT X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,6,10,4205,LH123HT X 3IIH6,5/16/23,55.0,66.0,1452.275,99.8
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4206ROW7$RANGE10$@PHW52 X PHM49,Lincoln,0,Medium,150,150,17.5,4,7,10,4206,PHW52 X PHM49,5/16/23,48.0,66.0,1452.275,144.29
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4207ROW8$RANGE10$@B7 X OS426,Lincoln,0,Medium,150,150,17.5,4,8,10,4207,B7 X OS426,5/16/23,56.0,66.0,1452.275,21.67
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4209ROW10$RANGE10$@LH82 X PHB47,Lincoln,0,Medium,150,150,17.5,4,10,10,4209,LH82 X PHB47,5/16/23,55.0,62.0,1364.975,120.67
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4210ROW11$RANGE10$@K64 X A344,Lincoln,0,Medium,150,150,17.5,4,11,10,4210,K64 X A344,5/16/23,43.0,65.0,1431.075,84.16
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4211ROW12$RANGE10$@66 X A344,Lincoln,0,Medium,150,150,17.5,4,12,10,4211,66 X A344,5/16/23,67.0,59.0,1296.725,45.24
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4213ROW14$RANGE10$@PHP02 X LH198,Lincoln,0,Medium,150,150,17.5,4,14,10,4213,PHP02 X LH198,5/16/23,41.0,64.0,1408.025,123.26
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4214ROW15$RANGE10$@B37 X MO17,Lincoln,0,Medium,150,150,17.5,4,15,10,4214,B37 X MO17,5/16/23,43.0,67.0,1475.175,62.74
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4215ROW16$RANGE10$@PHN46 X W606S,Lincoln,0,Medium,150,150,17.5,4,16,10,4215,PHN46 X W606S,5/16/23,62.0,66.0,1452.275,118.08
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4217ROW18$RANGE10$@LH82 X PHJ89,Lincoln,0,Medium,150,150,17.5,4,18,10,4217,LH82 X PHJ89,5/16/23,51.0,61.0,1344.175,97.75
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4218ROW19$RANGE10$@K64 X 66,Lincoln,0,Medium,150,150,17.5,4,19,10,4218,K64 X 66,5/16/23,65.0,74.0,1670.625,54.24
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4219ROW20$RANGE10$@OS426 X 'IOWA I 205',Lincoln,0,Medium,150,150,17.5,4,20,10,4219,OS426 X 'IOWA I 205',5/16/23,45.0,65.0,1431.075,62.42
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4220ROW21$RANGE10$@K64 X CI 3A,Lincoln,0,Medium,150,150,17.5,4,21,10,4220,K64 X CI 3A,5/16/23,40.0,74.0,1670.625,41.41
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4222ROW23$RANGE10$@L 289 X OS426,Lincoln,0,Medium,150,150,17.5,4,23,10,4222,L 289 X OS426,5/16/23,51.0,66.0,1452.275,26.41
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4223ROW24$RANGE10$@66 X CI 3A,Lincoln,0,Medium,150,150,17.5,4,24,10,4223,66 X CI 3A,5/16/23,54.0,74.0,1670.625,53.5
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4225ROW26$RANGE10$@2FACC X 3IIH6,Lincoln,0,Medium,150,150,17.5,4,26,10,4225,2FACC X 3IIH6,5/16/23,43.0,64.0,1408.025,109.94
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4226ROW2$RANGE11$@PIONEER P0589 AMXT,Lincoln,0,Medium,150,150,17.5,4,2,11,4226,PIONEER P0589 AMXT,5/16/23,61.0,66.0,1452.275,98.42
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4227ROW3$RANGE11$@KYS X I159,Lincoln,0,Medium,150,150,17.5,4,3,11,4227,KYS X I159,5/16/23,28.0,74.0,1670.625,45.66
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4229ROW5$RANGE11$@PHK76 X LH145,Lincoln,0,Medium,150,150,17.5,4,5,11,4229,PHK76 X LH145,5/16/23,58.0,60.0,1319.975,91.28
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4230ROW6$RANGE11$@66 X OS426,Lincoln,0,Medium,150,150,17.5,4,6,11,4230,66 X OS426,5/16/23,49.0,66.0,1452.275,42.82
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4231ROW7$RANGE11$@PHP02 X PHN46,Lincoln,0,Medium,150,150,17.5,4,7,11,4231,PHP02 X PHN46,5/16/23,45.0,60.0,1319.975,66.46
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4232ROW8$RANGE11$@B73 X PHM49,Lincoln,0,Medium,150,150,17.5,4,8,11,4232,B73 X PHM49,5/16/23,52.0,65.0,1431.075,102.48
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4234ROW10$RANGE11$@PHP02 X PHB47,Lincoln,0,Medium,150,150,17.5,4,10,11,4234,PHP02 X PHB47,5/16/23,48.0,61.0,1344.175,101.52
LINCOLN$HYBRID HIPS$150N$DRYLAND$REP$2$PLOT4235ROW11$RANGE11$@PHP02 X LH185,Lincoln,0,Medium,150,150,17.5,4,11,11,4235,PHP02 X LH185,5/16/23,25.0,60.0,1319.975,77.96
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6026ROW2$RANGE25$@B73 X MO17,Lincoln,0,High,225,225,17.5,5,2,25,6026,B73 X MO17,5/16/23,56.0,66.0,1452.275,140.91
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6027ROW3$RANGE25$@LH74 X PHN82,Lincoln,0,High,225,225,17.5,5,3,25,6027,LH74 X PHN82,5/16/23,59.0,62.0,1364.975,102.19
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6029ROW5$RANGE25$@N209 X 3IIH6,Lincoln,0,High,225,225,17.5,5,5,25,6029,N209 X 3IIH6,5/16/23,52.0,62.0,1364.975,121.13
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6030ROW6$RANGE25$@B37 X H95,Lincoln,0,High,225,225,17.5,5,6,25,6030,B37 X H95,5/16/23,52.0,67.0,1475.175,46.02
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6031ROW7$RANGE25$@B105 X 3IIH6,Lincoln,0,High,225,225,17.5,5,7,25,6031,B105 X 3IIH6,5/16/23,50.0,61.0,1344.175,103.16
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6032ROW8$RANGE25$@LH195 X LH185,Lincoln,0,High,225,225,17.5,5,8,25,6032,LH195 X LH185,5/16/23,61.0,67.0,1475.175,64.24
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6034ROW10$RANGE25$@B37 X OH43,Lincoln,0,High,225,225,17.5,5,10,25,6034,B37 X OH43,5/16/23,52.0,64.0,1408.025,82.63
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6035ROW11$RANGE25$@LH195 X LH123HT,Lincoln,0,High,225,225,17.5,5,11,25,6035,LH195 X LH123HT,5/16/23,61.0,67.0,1475.175,84.55
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6036ROW12$RANGE25$@PHG39 X PHM49,Lincoln,0,High,225,225,17.5,5,12,25,6036,PHG39 X PHM49,5/16/23,14.0,67.0,1475.175,85.41
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6038ROW14$RANGE25$@LH82 X PHB47,Lincoln,0,High,225,225,17.5,5,14,25,6038,LH82 X PHB47,5/16/23,41.0,62.0,1364.975,116.58
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6039ROW15$RANGE25$@LH74 X PHM49,Lincoln,0,High,225,225,17.5,5,15,25,6039,LH74 X PHM49,5/16/23,42.0,65.0,1431.075,100.76
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6040ROW16$RANGE25$@PHK76 X LH198,Lincoln,0,High,225,225,17.5,5,16,25,6040,PHK76 X LH198,5/16/23,53.0,64.0,1408.025,107.71
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6042ROW18$RANGE25$@PHP02 X PHK76,Lincoln,0,High,225,225,17.5,5,18,25,6042,PHP02 X PHK76,5/16/23,36.0,58.0,1273.775,115.27
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6043ROW19$RANGE25$@PHK76 X LH145,Lincoln,0,High,225,225,17.5,5,19,25,6043,PHK76 X LH145,5/16/23,44.0,61.0,1344.175,96.12
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6045ROW21$RANGE25$@PHP02 X PHJ89,Lincoln,0,High,225,225,17.5,5,21,25,6045,PHP02 X PHJ89,5/16/23,58.0,58.0,1273.775,117.78
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6047ROW23$RANGE25$@PHN46 X PHB47,Lincoln,0,High,225,225,17.5,5,23,25,6047,PHN46 X PHB47,5/16/23,56.0,66.0,1452.275,109.18
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6048ROW24$RANGE25$@PHN46 X PHK56,Lincoln,0,High,225,225,17.5,5,24,25,6048,PHN46 X PHK56,5/16/23,36.0,61.0,1344.175,107.1
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6049ROW25$RANGE25$@LH185 X LH145,Lincoln,0,High,225,225,17.5,5,25,25,6049,LH185 X LH145,5/16/23,31.0,60.0,1319.975,99.11
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6050ROW26$RANGE25$@PIONEER P0589 AMXT,Lincoln,0,High,225,225,17.5,5,26,25,6050,PIONEER P0589 AMXT,5/16/23,30.0,62.0,1364.975,122.48
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6051ROW2$RANGE26$@2FACC X 3IIH6,Lincoln,0,High,225,225,17.5,5,2,26,6051,2FACC X 3IIH6,5/16/23,68.0,58.0,1273.775,117.24
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6054ROW5$RANGE26$@B73 X PHM49,Lincoln,0,High,225,225,17.5,5,5,26,6054,B73 X PHM49,5/16/23,56.0,67.0,1475.175,94.99
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6056ROW7$RANGE26$@PHW52 X PHZ51,Lincoln,0,High,225,225,17.5,5,7,26,6056,PHW52 X PHZ51,5/16/23,60.0,64.0,1408.025,112.21
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6057ROW8$RANGE26$@LH195 X 3IIH6,Lincoln,0,High,225,225,17.5,5,8,26,6057,LH195 X 3IIH6,5/16/23,70.0,65.0,1431.075,114.11
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6059ROW10$RANGE26$@PHP02 X PHB47,Lincoln,0,High,225,225,17.5,5,10,26,6059,PHP02 X PHB47,5/16/23,52.0,60.0,1319.975,67.79
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6060ROW11$RANGE26$@2369 X PHZ51,Lincoln,0,High,225,225,17.5,5,11,26,6060,2369 X PHZ51,5/16/23,67.0,65.0,1431.075,71.83
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6064ROW15$RANGE26$@PHP02 X PHG47,Lincoln,0,High,225,225,17.5,5,15,26,6064,PHP02 X PHG47,5/16/23,49.0,58.0,1273.775,91.96
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6065ROW16$RANGE26$@PHJ40 X LH82,Lincoln,0,High,225,225,17.5,5,16,26,6065,PHJ40 X LH82,5/16/23,66.0,58.0,1273.775,115.97
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6067ROW18$RANGE26$@PHK76 X W606S,Lincoln,0,High,225,225,17.5,5,18,26,6067,PHK76 X W606S,5/16/23,40.0,62.0,1364.975,115.71
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6068ROW19$RANGE26$@2369 X PHP02,Lincoln,0,High,225,225,17.5,5,19,26,6068,2369 X PHP02,5/16/23,62.0,62.0,1364.975,112.54
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6070ROW21$RANGE26$@PHP02 X LH198,Lincoln,0,High,225,225,17.5,5,21,26,6070,PHP02 X LH198,5/16/23,40.0,62.0,1364.975,98.8
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6072ROW23$RANGE26$@WYFFELS W1782,Lincoln,0,High,225,225,17.5,5,23,26,6072,WYFFELS W1782,5/16/23,63.0,62.0,1364.975,151.33
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6073ROW24$RANGE26$@PHK56 X LH185,Lincoln,0,High,225,225,17.5,5,24,26,6073,PHK56 X LH185,5/16/23,52.0,62.0,1364.975,93.12
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6074ROW25$RANGE26$@PHP02 X PHN46,Lincoln,0,High,225,225,17.5,5,25,26,6074,PHP02 X PHN46,5/16/23,63.0,61.0,1344.175,125.29
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6075ROW26$RANGE26$@HOEGEMEYER 7089 AMXT,Lincoln,0,High,225,225,17.5,5,26,26,6075,HOEGEMEYER 7089 AMXT,5/16/23,56.0,63.0,1385.875,128.58
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6076ROW2$RANGE27$@PHW52 X LH185,Lincoln,0,High,225,225,17.5,5,2,27,6076,PHW52 X LH185,5/16/23,55.0,62.0,1364.975,107.64
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6077ROW3$RANGE27$@PHW52 X PHN82,Lincoln,0,High,225,225,17.5,5,3,27,6077,PHW52 X PHN82,5/16/23,45.0,64.0,1408.025,123.83
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6079ROW5$RANGE27$@2369 X LH123HT,Lincoln,0,High,225,225,17.5,5,5,27,6079,2369 X LH123HT,5/16/23,50.0,67.0,1475.175,103.96
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6080ROW6$RANGE27$@B73 X 3IIH6,Lincoln,0,High,225,225,17.5,5,6,27,6080,B73 X 3IIH6,5/16/23,60.0,61.0,1344.175,133.56
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6081ROW7$RANGE27$@B14A X MO17,Lincoln,0,High,225,225,17.5,5,7,27,6081,B14A X MO17,5/16/23,46.0,66.0,1452.275,108.13
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6082ROW8$RANGE27$@WF9 X H95,Lincoln,0,High,225,225,17.5,5,8,27,6082,WF9 X H95,5/16/23,59.0,67.0,1475.175,53.21
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6084ROW10$RANGE27$@4N506 X 3IIH6,Lincoln,0,High,225,225,17.5,5,10,27,6084,4N506 X 3IIH6,5/16/23,46.0,63.0,1385.875,98.5
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6085ROW11$RANGE27$@F42 X OH43,Lincoln,0,High,225,225,17.5,5,11,27,6085,F42 X OH43,5/16/23,62.0,64.0,1408.025,54.96
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6086ROW12$RANGE27$@LH123HT X 3IIH6,Lincoln,0,High,225,225,17.5,5,12,27,6086,LH123HT X 3IIH6,5/16/23,41.0,64.0,1408.025,127.63
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6088ROW14$RANGE27$@PHB47 X 3IIH6,Lincoln,0,High,225,225,17.5,5,14,27,6088,PHB47 X 3IIH6,5/16/23,64.0,61.0,1344.175,126.5
LINCOLN$HYBRID HIPS$225N$DRYLAND$REP$1$PLOT6089ROW15$RANGE27$@PHK56 X LH198,Lincoln,0,High,225,225,17.5,5,15,27,6089,PHK56 X LH198,5/16/23,60.0,64.0,1408.025,108.13
